,lenght,time_enc,time_dec
80684,27,996589.6606445312,997304.9163818359
80688,27,993967.0562744141,997304.9163818359
80699,57,997304.9163818359,998735.4278564453
80703,73,997066.4978027344,997066.4978027344
80708,6,997066.4978027344,997781.7535400391
80709,6,998020.1721191406,997304.9163818359
80710,6,996351.2420654297,997066.4978027344
80712,6,996589.6606445312,997304.9163818359
80715,97,997066.4978027344,996828.0792236328
80718,97,997781.7535400391,997781.7535400391
80729,23,997304.9163818359,997304.9163818359
80734,23,996828.0792236328,997304.9163818359
80738,80,998735.4278564453,997304.9163818359
80739,80,996589.6606445312,997543.3349609375
80750,36,997304.9163818359,997304.9163818359
80751,36,997543.3349609375,998258.5906982422
80752,36,997543.3349609375,997066.4978027344
80756,36,997304.9163818359,997066.4978027344
80760,36,997304.9163818359,993967.0562744141
80761,36,997304.9163818359,997066.4978027344
80766,41,998735.4278564453,997066.4978027344
80774,41,997543.3349609375,997781.7535400391
80775,41,996828.0792236328,996828.0792236328
80776,76,997304.9163818359,997781.7535400391
80781,85,996351.2420654297,997781.7535400391
80788,41,997066.4978027344,997543.3349609375
80789,41,997066.4978027344,997066.4978027344
80792,41,997543.3349609375,998258.5906982422
80809,63,997543.3349609375,997543.3349609375
80810,63,997066.4978027344,997304.9163818359
80813,98,997304.9163818359,998497.0092773438
80814,98,997543.3349609375,997304.9163818359
80817,53,997066.4978027344,997066.4978027344
80820,53,997781.7535400391,997543.3349609375
80821,53,997066.4978027344,997304.9163818359
80824,27,998258.5906982422,997543.3349609375
80828,27,997066.4978027344,997066.4978027344
80829,27,997304.9163818359,996828.0792236328
80831,75,997543.3349609375,997781.7535400391
80832,75,997066.4978027344,997304.9163818359
80838,75,997066.4978027344,997543.3349609375
80842,75,997066.4978027344,997543.3349609375
80848,99,997066.4978027344,997066.4978027344
80851,99,997543.3349609375,998497.0092773438
80856,99,996351.2420654297,997066.4978027344
80866,11,997543.3349609375,996112.8234863281
80867,11,997066.4978027344,997781.7535400391
80871,11,997066.4978027344,996828.0792236328
80878,22,997781.7535400391,997543.3349609375
80883,24,997304.9163818359,996112.8234863281
80886,24,997781.7535400391,998258.5906982422
80887,24,997304.9163818359,997304.9163818359
80899,96,998973.8464355469,998735.4278564453
80903,96,997304.9163818359,997781.7535400391
80905,54,996589.6606445312,997543.3349609375
80906,54,997543.3349609375,997304.9163818359
80924,84,998258.5906982422,997304.9163818359
80929,84,998735.4278564453,985145.5688476562
80936,61,997304.9163818359,993728.6376953125
80937,61,997543.3349609375,997304.9163818359
80940,61,997066.4978027344,998258.5906982422
80941,61,997781.7535400391,997543.3349609375
80944,61,997066.4978027344,996828.0792236328
80948,61,997066.4978027344,997543.3349609375
80951,66,997781.7535400391,996589.6606445312
80952,54,997781.7535400391,998973.8464355469
80962,5,998020.1721191406,997066.4978027344
80963,5,997066.4978027344,997543.3349609375
80967,8,997543.3349609375,997781.7535400391
80968,8,997066.4978027344,998497.0092773438
80969,8,997304.9163818359,996589.6606445312
80980,8,997066.4978027344,997304.9163818359
80981,8,997543.3349609375,997304.9163818359
80982,8,997304.9163818359,997066.4978027344
80983,8,997304.9163818359,997543.3349609375
80990,74,997066.4978027344,999927.5207519531
80992,68,997304.9163818359,997543.3349609375
81000,3,997304.9163818359,993728.6376953125
81004,3,997304.9163818359,996112.8234863281
81005,3,997304.9163818359,995397.5677490234
81020,76,997304.9163818359,997543.3349609375
81021,76,997781.7535400391,997781.7535400391
81024,67,997304.9163818359,997543.3349609375
81030,9,997066.4978027344,997066.4978027344
81031,9,997066.4978027344,997066.4978027344
81038,24,997304.9163818359,997781.7535400391
81042,12,997304.9163818359,997066.4978027344
81049,12,997066.4978027344,996589.6606445312
81050,12,997066.4978027344,996589.6606445312
81053,12,997781.7535400391,997781.7535400391
81054,12,997543.3349609375,997543.3349609375
81059,88,998258.5906982422,997304.9163818359
81063,88,997304.9163818359,996589.6606445312
81066,96,998258.5906982422,999212.2650146484
81069,96,997304.9163818359,997543.3349609375
81074,67,997304.9163818359,996828.0792236328
81081,67,996589.6606445312,985860.8245849609
81083,67,997543.3349609375,997781.7535400391
81084,67,997066.4978027344,997304.9163818359
81093,23,997066.4978027344,997781.7535400391
81094,43,997304.9163818359,996828.0792236328
81097,41,997066.4978027344,997543.3349609375
81098,41,997304.9163818359,997543.3349609375
81104,41,996828.0792236328,997066.4978027344
81118,63,997543.3349609375,996589.6606445312
81122,63,998973.8464355469,998020.1721191406
81124,63,996351.2420654297,997304.9163818359
81125,63,996828.0792236328,997781.7535400391
81135,60,996828.0792236328,996828.0792236328
81144,34,997781.7535400391,997066.4978027344
81152,34,997066.4978027344,997066.4978027344
81153,34,997543.3349609375,995635.986328125
81161,97,997543.3349609375,997543.3349609375
81167,66,996112.8234863281,997304.9163818359
81168,66,997781.7535400391,997781.7535400391
81173,64,997304.9163818359,997543.3349609375
81178,64,996828.0792236328,997304.9163818359
81187,73,997304.9163818359,996828.0792236328
81189,61,996589.6606445312,998020.1721191406
81193,77,997304.9163818359,997304.9163818359
81199,65,997543.3349609375,996828.0792236328
81202,46,997304.9163818359,997304.9163818359
81203,46,997543.3349609375,997781.7535400391
81211,46,997066.4978027344,505208.96911621094
81215,46,997304.9163818359,997066.4978027344
81216,46,997543.3349609375,998020.1721191406
81219,16,998020.1721191406,997304.9163818359
81223,93,997781.7535400391,997781.7535400391
81234,57,997304.9163818359,997543.3349609375
81235,57,997066.4978027344,997066.4978027344
81241,45,997066.4978027344,996589.6606445312
81245,45,997066.4978027344,998973.8464355469
81248,45,997066.4978027344,997304.9163818359
81252,61,997543.3349609375,996828.0792236328
81253,61,998020.1721191406,998020.1721191406
81254,61,999689.1021728516,997304.9163818359
81262,13,997304.9163818359,998020.1721191406
81265,61,997304.9163818359,996589.6606445312
81266,61,997543.3349609375,996589.6606445312
81269,100,996828.0792236328,996828.0792236328
81273,100,997066.4978027344,996351.2420654297
81274,100,997781.7535400391,997304.9163818359
81279,96,997543.3349609375,996112.8234863281
81280,78,997304.9163818359,998020.1721191406
81283,5,997781.7535400391,996351.2420654297
81284,5,996589.6606445312,996828.0792236328
81289,5,984668.7316894531,997066.4978027344
81293,5,996828.0792236328,997066.4978027344
81296,11,999689.1021728516,996589.6606445312
81297,11,995635.986328125,997066.4978027344
81307,20,997066.4978027344,997781.7535400391
81308,20,997066.4978027344,996589.6606445312
81323,89,997543.3349609375,997066.4978027344
81324,80,996828.0792236328,996828.0792236328
81327,80,997543.3349609375,997066.4978027344
81330,80,997781.7535400391,998258.5906982422
81349,99,998973.8464355469,994205.4748535156
81354,45,997543.3349609375,997543.3349609375
81355,45,997543.3349609375,999212.2650146484
81362,17,997781.7535400391,997066.4978027344
81363,17,997066.4978027344,998258.5906982422
81367,17,997304.9163818359,997066.4978027344
81370,17,997066.4978027344,996828.0792236328
81374,17,996828.0792236328,995874.4049072266
81375,19,997543.3349609375,996589.6606445312
81378,19,997543.3349609375,997304.9163818359
81381,76,997781.7535400391,996589.6606445312
81385,92,997304.9163818359,997066.4978027344
81392,6,881433.4869384766,997543.3349609375
81398,84,997304.9163818359,952959.0606689453
81399,84,997304.9163818359,997066.4978027344
81400,22,997543.3349609375,997304.9163818359
81404,22,997066.4978027344,997304.9163818359
81405,22,996589.6606445312,996828.0792236328
81406,22,997304.9163818359,998258.5906982422
81409,60,996589.6606445312,997304.9163818359
81420,39,997304.9163818359,996351.2420654297
81421,39,997543.3349609375,996828.0792236328
81426,81,997781.7535400391,998020.1721191406
81427,81,996828.0792236328,997543.3349609375
81432,78,997066.4978027344,997781.7535400391
81439,100,997781.7535400391,997066.4978027344
81443,77,997066.4978027344,997066.4978027344
81446,77,996828.0792236328,997304.9163818359
81447,77,997304.9163818359,997066.4978027344
81448,77,996828.0792236328,997304.9163818359
81451,77,997066.4978027344,997066.4978027344
81452,77,997543.3349609375,997066.4978027344
81465,26,997543.3349609375,997304.9163818359
81469,19,996828.0792236328,996112.8234863281
81472,18,996351.2420654297,997304.9163818359
81477,81,997781.7535400391,997304.9163818359
81478,81,996589.6606445312,997543.3349609375
81479,81,997781.7535400391,998735.4278564453
81483,25,997543.3349609375,997304.9163818359
81498,81,997543.3349609375,997304.9163818359
81499,81,997066.4978027344,997543.3349609375
81504,81,997066.4978027344,997066.4978027344
81505,40,997066.4978027344,997543.3349609375
81506,40,997781.7535400391,995635.986328125
81507,40,997543.3349609375,997781.7535400391
81517,56,997066.4978027344,997304.9163818359
81524,47,997543.3349609375,997066.4978027344
81527,89,998020.1721191406,997543.3349609375
81528,89,996828.0792236328,997066.4978027344
81535,60,997543.3349609375,996828.0792236328
81543,60,997781.7535400391,995159.1491699219
81546,60,996589.6606445312,997543.3349609375
81547,60,998020.1721191406,997066.4978027344
81548,78,997543.3349609375,997543.3349609375
81554,78,997066.4978027344,996828.0792236328
81557,13,997781.7535400391,997304.9163818359
81560,13,997304.9163818359,997304.9163818359
81567,31,909805.2978515625,997066.4978027344
81571,15,998973.8464355469,999450.68359375
81572,15,996589.6606445312,995159.1491699219
81573,15,996828.0792236328,996828.0792236328
81577,15,997781.7535400391,996828.0792236328
81578,99,997304.9163818359,997304.9163818359
81582,99,997304.9163818359,998020.1721191406
81583,99,997304.9163818359,996589.6606445312
81590,99,997781.7535400391,908374.7863769531
81593,96,997066.4978027344,997543.3349609375
81599,84,997543.3349609375,997304.9163818359
81600,84,997304.9163818359,997304.9163818359
81606,54,997304.9163818359,997304.9163818359
81614,56,997543.3349609375,993490.2191162109
81615,99,996828.0792236328,996351.2420654297
81618,99,997066.4978027344,997543.3349609375
81622,80,997781.7535400391,997066.4978027344
81624,80,997304.9163818359,997543.3349609375
81625,80,997066.4978027344,998258.5906982422
81635,80,997304.9163818359,998020.1721191406
81636,80,998258.5906982422,996589.6606445312
81642,38,997304.9163818359,998020.1721191406
81651,64,997543.3349609375,997066.4978027344
81662,74,997304.9163818359,998258.5906982422
81671,56,997781.7535400391,997304.9163818359
81679,56,997543.3349609375,996828.0792236328
81690,20,997066.4978027344,997304.9163818359
81697,52,996828.0792236328,997781.7535400391
81701,78,997304.9163818359,996589.6606445312
81709,58,997304.9163818359,997304.9163818359
81713,73,997304.9163818359,997304.9163818359
81716,73,997304.9163818359,996351.2420654297
81719,73,997066.4978027344,996828.0792236328
81720,73,997543.3349609375,997304.9163818359
81723,73,997066.4978027344,996828.0792236328
81724,73,997304.9163818359,997304.9163818359
81725,73,998020.1721191406,998735.4278564453
81728,13,997543.3349609375,996589.6606445312
81732,97,997543.3349609375,997304.9163818359
81736,97,997543.3349609375,998258.5906982422
81740,97,997066.4978027344,996828.0792236328
81744,97,997304.9163818359,997543.3349609375
81752,22,997066.4978027344,997543.3349609375
81753,22,997781.7535400391,997304.9163818359
81761,67,997781.7535400391,997066.4978027344
81762,67,998258.5906982422,995874.4049072266
81763,67,996589.6606445312,997543.3349609375
81767,67,997304.9163818359,977039.3371582031
81768,67,997543.3349609375,996828.0792236328
81771,67,997304.9163818359,997066.4978027344
81777,51,997304.9163818359,997066.4978027344
81784,36,997304.9163818359,997304.9163818359
81785,36,997066.4978027344,997781.7535400391
81792,21,997066.4978027344,996351.2420654297
81804,58,997781.7535400391,997304.9163818359
81812,78,999450.68359375,997304.9163818359
81813,78,996112.8234863281,997781.7535400391
81826,10,997304.9163818359,997781.7535400391
81827,10,997781.7535400391,996589.6606445312
81828,10,997304.9163818359,997781.7535400391
81832,10,997066.4978027344,997781.7535400391
81837,6,997543.3349609375,997066.4978027344
81842,97,997066.4978027344,997066.4978027344
81851,65,997543.3349609375,997543.3349609375
81859,35,998258.5906982422,997066.4978027344
81860,35,996828.0792236328,997066.4978027344
81861,35,997304.9163818359,996828.0792236328
81864,35,997781.7535400391,995635.986328125
81865,35,997066.4978027344,997543.3349609375
81868,3,997066.4978027344,997066.4978027344
81869,3,997781.7535400391,997781.7535400391
81879,26,997543.3349609375,997543.3349609375
81880,26,997543.3349609375,997304.9163818359
81883,79,997304.9163818359,997781.7535400391
81884,79,997304.9163818359,996589.6606445312
81891,57,997304.9163818359,996589.6606445312
81896,75,997543.3349609375,997304.9163818359
81897,75,998497.0092773438,996589.6606445312
81901,75,996589.6606445312,998258.5906982422
81902,75,997304.9163818359,997066.4978027344
81905,75,996828.0792236328,995874.4049072266
81909,75,996351.2420654297,996828.0792236328
81910,75,997543.3349609375,997543.3349609375
81913,57,997304.9163818359,997304.9163818359
81914,26,997543.3349609375,997066.4978027344
81918,71,998020.1721191406,997543.3349609375
81920,71,996828.0792236328,996828.0792236328
81921,71,996828.0792236328,997304.9163818359
81927,71,997304.9163818359,912904.7393798828
81928,82,997304.9163818359,997543.3349609375
81931,82,997543.3349609375,997066.4978027344
81932,82,997543.3349609375,995397.5677490234
81939,64,997304.9163818359,998735.4278564453
81949,32,502824.7833251953,997066.4978027344
81952,85,997066.4978027344,997304.9163818359
81961,68,997304.9163818359,997304.9163818359
81971,95,997543.3349609375,998258.5906982422
81977,74,996351.2420654297,997066.4978027344
81978,74,997066.4978027344,998735.4278564453
81979,74,997066.4978027344,997781.7535400391
81990,10,997304.9163818359,998020.1721191406
81991,10,996828.0792236328,997543.3349609375
81992,10,997304.9163818359,997066.4978027344
82008,79,998020.1721191406,987052.9174804688
82009,79,997066.4978027344,996589.6606445312
82012,79,997781.7535400391,998497.0092773438
82019,92,997543.3349609375,998258.5906982422
82020,92,997066.4978027344,995397.5677490234
82023,92,996828.0792236328,996351.2420654297
82027,92,998020.1721191406,997781.7535400391
82028,68,997543.3349609375,997781.7535400391
82039,77,997066.4978027344,997066.4978027344
82040,77,997781.7535400391,997781.7535400391
82045,77,997781.7535400391,996828.0792236328
82048,26,997543.3349609375,997304.9163818359
82049,26,997543.3349609375,998020.1721191406
82054,26,997543.3349609375,996589.6606445312
82055,26,997066.4978027344,996828.0792236328
82060,80,997781.7535400391,997543.3349609375
82064,80,997543.3349609375,994682.3120117188
82071,20,997781.7535400391,998735.4278564453
82080,72,997066.4978027344,996828.0792236328
82081,72,997304.9163818359,997781.7535400391
82084,33,997304.9163818359,997781.7535400391
82091,66,998497.0092773438,998020.1721191406
82092,66,997304.9163818359,997066.4978027344
82093,66,996351.2420654297,998258.5906982422
82096,66,997543.3349609375,997304.9163818359
82099,3,997781.7535400391,997304.9163818359
82100,87,997543.3349609375,997781.7535400391
82101,87,996828.0792236328,997304.9163818359
82106,87,997304.9163818359,997781.7535400391
82109,87,997543.3349609375,996351.2420654297
82112,47,997304.9163818359,998973.8464355469
82113,72,997781.7535400391,995635.986328125
82116,72,996828.0792236328,997066.4978027344
82122,37,998020.1721191406,997781.7535400391
82129,23,997543.3349609375,996112.8234863281
82132,82,998020.1721191406,997304.9163818359
82135,82,997543.3349609375,997543.3349609375
82140,12,997304.9163818359,996589.6606445312
82147,11,997543.3349609375,996351.2420654297
82154,28,997781.7535400391,998497.0092773438
82157,28,997304.9163818359,997066.4978027344
82166,91,997543.3349609375,997781.7535400391
82167,64,997781.7535400391,997781.7535400391
82168,64,997066.4978027344,996828.0792236328
82172,64,996589.6606445312,997304.9163818359
82179,16,997543.3349609375,997304.9163818359
82180,16,997304.9163818359,997066.4978027344
82181,16,997781.7535400391,997781.7535400391
82184,48,993490.2191162109,997304.9163818359
82186,61,997781.7535400391,997066.4978027344
82193,19,997304.9163818359,997781.7535400391
82196,86,997781.7535400391,997066.4978027344
82197,86,998020.1721191406,998258.5906982422
82204,85,996828.0792236328,997543.3349609375
82205,85,997304.9163818359,996828.0792236328
82209,85,996589.6606445312,997304.9163818359
82214,85,997066.4978027344,997543.3349609375
82215,46,997543.3349609375,997304.9163818359
82219,46,981330.8715820312,997066.4978027344
82226,72,991344.4519042969,997781.7535400391
82227,72,997066.4978027344,997781.7535400391
82232,72,996828.0792236328,997066.4978027344
82237,65,996589.6606445312,997304.9163818359
82242,65,997543.3349609375,996828.0792236328
82243,65,999212.2650146484,998020.1721191406
82246,67,995159.1491699219,997304.9163818359
82247,67,997066.4978027344,997781.7535400391
82248,70,996828.0792236328,997066.4978027344
82251,70,996112.8234863281,997304.9163818359
82255,70,998258.5906982422,997304.9163818359
82256,70,996112.8234863281,997304.9163818359
82259,70,997304.9163818359,997543.3349609375
82260,70,998020.1721191406,996828.0792236328
82264,70,997304.9163818359,997066.4978027344
82265,70,997304.9163818359,997304.9163818359
82266,70,996589.6606445312,998020.1721191406
82267,70,996828.0792236328,996589.6606445312
82275,92,997066.4978027344,997066.4978027344
82281,87,997543.3349609375,987529.7546386719
82282,87,998258.5906982422,997304.9163818359
82288,87,997304.9163818359,997304.9163818359
82289,87,997543.3349609375,997781.7535400391
82299,84,996828.0792236328,997543.3349609375
82300,84,997066.4978027344,997781.7535400391
82303,84,997066.4978027344,997066.4978027344
82304,84,997304.9163818359,996589.6606445312
82307,21,997543.3349609375,998497.0092773438
82308,21,997066.4978027344,997304.9163818359
82314,71,996589.6606445312,998020.1721191406
82321,61,997543.3349609375,997543.3349609375
82322,61,997066.4978027344,998020.1721191406
82328,70,996828.0792236328,997543.3349609375
82331,70,996589.6606445312,997066.4978027344
82343,69,997066.4978027344,996828.0792236328
82344,69,997304.9163818359,997543.3349609375
82348,69,998258.5906982422,998497.0092773438
82349,69,999689.1021728516,996589.6606445312
82350,51,994682.3120117188,997066.4978027344
82356,41,997543.3349609375,997543.3349609375
82362,45,997304.9163818359,997304.9163818359
82365,45,985383.9874267578,996112.8234863281
82369,45,996828.0792236328,997066.4978027344
82372,45,996112.8234863281,999450.68359375
82375,38,996112.8234863281,997066.4978027344
82380,79,989198.6846923828,996828.0792236328
82387,45,998020.1721191406,997543.3349609375
82388,45,996112.8234863281,997066.4978027344
82389,45,997781.7535400391,998258.5906982422
82398,45,999689.1021728516,998020.1721191406
82399,45,993490.2191162109,996589.6606445312
82407,54,992774.9633789062,999212.2650146484
82408,54,996828.0792236328,996351.2420654297
82415,63,998020.1721191406,997304.9163818359
82416,73,997781.7535400391,997066.4978027344
82419,73,996589.6606445312,997304.9163818359
82427,54,997543.3349609375,996828.0792236328
82428,54,996828.0792236328,996828.0792236328
82431,26,998020.1721191406,998020.1721191406
82432,26,997304.9163818359,996828.0792236328
82433,98,997543.3349609375,997543.3349609375
82439,98,997304.9163818359,996828.0792236328
82440,98,997066.4978027344,997066.4978027344
82448,18,998497.0092773438,995635.986328125
82451,18,997304.9163818359,997066.4978027344
82460,39,996828.0792236328,997304.9163818359
82463,39,998020.1721191406,997543.3349609375
82464,39,996828.0792236328,997304.9163818359
82473,40,997304.9163818359,997543.3349609375
82474,40,998020.1721191406,997066.4978027344
82480,38,997066.4978027344,997781.7535400391
82481,38,996351.2420654297,997543.3349609375
82482,38,997543.3349609375,996589.6606445312
82485,38,997066.4978027344,996828.0792236328
82489,38,998258.5906982422,997543.3349609375
82493,28,996828.0792236328,997543.3349609375
82494,28,997543.3349609375,997543.3349609375
82499,27,997066.4978027344,997543.3349609375
82502,27,997066.4978027344,997304.9163818359
82513,88,997304.9163818359,997066.4978027344
82520,57,997304.9163818359,997543.3349609375
82524,57,996589.6606445312,998020.1721191406
82533,33,997543.3349609375,997304.9163818359
82545,28,505447.3876953125,997304.9163818359
82549,28,997543.3349609375,997304.9163818359
82553,28,997066.4978027344,997543.3349609375
82559,28,999927.5207519531,996589.6606445312
82560,28,995397.5677490234,996828.0792236328
82562,28,997543.3349609375,997304.9163818359
82566,27,997543.3349609375,997543.3349609375
82567,55,997304.9163818359,997304.9163818359
82571,55,996828.0792236328,997304.9163818359
82572,55,997066.4978027344,997304.9163818359
82578,69,997066.4978027344,997066.4978027344
82579,69,997543.3349609375,997543.3349609375
82587,69,997066.4978027344,998020.1721191406
82588,69,997781.7535400391,999212.2650146484
82594,23,992298.1262207031,998020.1721191406
82595,23,997066.4978027344,995397.5677490234
82596,23,999927.5207519531,997066.4978027344
82597,100,995874.4049072266,996589.6606445312
82599,100,996589.6606445312,997781.7535400391
82603,83,996828.0792236328,997304.9163818359
82604,83,997543.3349609375,997066.4978027344
82612,5,997066.4978027344,996351.2420654297
82622,67,997304.9163818359,997304.9163818359
82623,67,997066.4978027344,998020.1721191406
82624,67,996351.2420654297,996589.6606445312
82627,67,997781.7535400391,997304.9163818359
82634,27,997304.9163818359,997304.9163818359
82639,92,996351.2420654297,997304.9163818359
82644,92,997304.9163818359,996589.6606445312
82653,99,997066.4978027344,996828.0792236328
82654,99,997543.3349609375,996828.0792236328
82658,9,997304.9163818359,995874.4049072266
82659,76,996351.2420654297,997066.4978027344
82663,76,997781.7535400391,996112.8234863281
82669,2,997066.4978027344,995397.5677490234
82670,2,998497.0092773438,997066.4978027344
82674,13,996828.0792236328,996828.0792236328
82681,70,997304.9163818359,996589.6606445312
82685,70,997066.4978027344,996828.0792236328
82694,54,997543.3349609375,997304.9163818359
82695,54,997543.3349609375,997066.4978027344
82699,48,996828.0792236328,997066.4978027344
82700,48,997066.4978027344,997304.9163818359
82701,48,997304.9163818359,984668.7316894531
82702,48,997543.3349609375,997066.4978027344
82705,42,997066.4978027344,997066.4978027344
82706,42,997781.7535400391,997066.4978027344
82707,62,997543.3349609375,997066.4978027344
82708,62,996828.0792236328,998973.8464355469
82712,62,997066.4978027344,994682.3120117188
82713,62,997066.4978027344,996828.0792236328
82717,46,998735.4278564453,997304.9163818359
82718,46,996112.8234863281,997543.3349609375
82726,70,997543.3349609375,996112.8234863281
82729,70,997781.7535400391,996589.6606445312
82742,69,997066.4978027344,997781.7535400391
82749,69,997066.4978027344,997781.7535400391
82755,23,997304.9163818359,997066.4978027344
82756,23,997066.4978027344,998735.4278564453
82760,23,997543.3349609375,997066.4978027344
82763,23,997304.9163818359,997066.4978027344
82767,94,997066.4978027344,996351.2420654297
82770,94,993251.8005371094,997543.3349609375
82773,99,998973.8464355469,997781.7535400391
82779,61,997066.4978027344,997304.9163818359
82784,78,996828.0792236328,997781.7535400391
82785,78,997304.9163818359,996828.0792236328
82789,88,997543.3349609375,997304.9163818359
82790,88,998735.4278564453,997304.9163818359
82795,88,997066.4978027344,997304.9163818359
82801,63,997066.4978027344,997543.3349609375
82806,17,996828.0792236328,997066.4978027344
82813,17,997304.9163818359,996589.6606445312
82817,17,997543.3349609375,997304.9163818359
82824,26,997304.9163818359,996589.6606445312
82825,26,997781.7535400391,504970.5505371094
82830,26,997066.4978027344,996589.6606445312
82831,26,997781.7535400391,997304.9163818359
82835,60,998258.5906982422,997304.9163818359
82840,54,997304.9163818359,996589.6606445312
82841,54,997066.4978027344,997304.9163818359
82845,5,997304.9163818359,997543.3349609375
82856,5,997304.9163818359,997543.3349609375
82864,28,997066.4978027344,996828.0792236328
82867,28,997304.9163818359,997304.9163818359
82872,93,996589.6606445312,997066.4978027344
82873,93,997543.3349609375,997781.7535400391
82879,45,996589.6606445312,997543.3349609375
82884,45,997066.4978027344,996351.2420654297
82892,55,997304.9163818359,998735.4278564453
82896,55,998258.5906982422,996351.2420654297
82899,55,997781.7535400391,997543.3349609375
82901,55,993967.0562744141,997781.7535400391
82905,55,873088.8366699219,997543.3349609375
82915,68,997066.4978027344,997304.9163818359
82920,74,996589.6606445312,997304.9163818359
82921,74,503301.62048339844,997781.7535400391
82925,87,996828.0792236328,997066.4978027344
82926,87,997304.9163818359,997543.3349609375
82929,82,997781.7535400391,997304.9163818359
82930,82,996828.0792236328,997304.9163818359
82934,85,996589.6606445312,996828.0792236328
82935,85,997304.9163818359,997304.9163818359
82942,67,997304.9163818359,997066.4978027344
82949,35,997066.4978027344,994205.4748535156
82950,35,997304.9163818359,997781.7535400391
82955,35,997781.7535400391,996589.6606445312
82958,60,997304.9163818359,996828.0792236328
82962,46,996828.0792236328,992298.1262207031
82963,33,997543.3349609375,997066.4978027344
82966,33,997543.3349609375,997304.9163818359
82969,27,996828.0792236328,997543.3349609375
82970,27,997066.4978027344,997066.4978027344
82977,90,998258.5906982422,996828.0792236328
82978,90,996589.6606445312,997066.4978027344
82979,87,997543.3349609375,998258.5906982422
82980,87,997543.3349609375,996589.6606445312
82991,76,997543.3349609375,996589.6606445312
82992,76,997066.4978027344,997304.9163818359
82997,76,997781.7535400391,997066.4978027344
82998,76,999927.5207519531,997781.7535400391
83001,76,995874.4049072266,998020.1721191406
83006,76,997066.4978027344,997543.3349609375
83007,76,996828.0792236328,998735.4278564453
83008,74,997781.7535400391,997304.9163818359
83012,74,998020.1721191406,997781.7535400391
83014,74,997304.9163818359,998258.5906982422
83017,81,998973.8464355469,997781.7535400391
83018,81,995635.986328125,996828.0792236328
83022,30,997543.3349609375,997543.3349609375
83025,30,997304.9163818359,997066.4978027344
83026,30,997543.3349609375,996351.2420654297
83028,30,997066.4978027344,997543.3349609375
83040,57,996589.6606445312,998020.1721191406
83048,39,997781.7535400391,996589.6606445312
83055,70,997543.3349609375,997304.9163818359
83056,70,997304.9163818359,997066.4978027344
83060,87,998497.0092773438,997543.3349609375
83061,87,997066.4978027344,997066.4978027344
83065,21,997066.4978027344,998497.0092773438
83070,21,996828.0792236328,997304.9163818359
83074,72,997066.4978027344,997304.9163818359
83080,7,997066.4978027344,997304.9163818359
83083,11,997781.7535400391,997066.4978027344
83088,94,997066.4978027344,996828.0792236328
83089,94,997304.9163818359,997543.3349609375
83090,94,997066.4978027344,997066.4978027344
83093,29,997304.9163818359,997066.4978027344
83094,29,997304.9163818359,997543.3349609375
83103,29,996828.0792236328,997304.9163818359
83104,53,997543.3349609375,996351.2420654297
83117,94,997304.9163818359,997543.3349609375
83121,31,997543.3349609375,997781.7535400391
83122,31,997543.3349609375,997781.7535400391
83129,31,996828.0792236328,997543.3349609375
83133,31,997781.7535400391,997543.3349609375
83134,31,997066.4978027344,998497.0092773438
83137,31,996828.0792236328,997543.3349609375
83139,31,997781.7535400391,996828.0792236328
83140,25,997304.9163818359,997304.9163818359
83150,44,997304.9163818359,997304.9163818359
83153,44,997304.9163818359,997781.7535400391
83160,83,997066.4978027344,997304.9163818359
83165,17,997304.9163818359,997066.4978027344
83172,43,994920.7305908203,997066.4978027344
83179,68,997304.9163818359,996589.6606445312
83184,68,997543.3349609375,997066.4978027344
83187,68,997066.4978027344,998497.0092773438
83194,85,997543.3349609375,994920.7305908203
83195,85,996589.6606445312,997304.9163818359
83200,85,996589.6606445312,997066.4978027344
83203,85,999212.2650146484,996589.6606445312
83206,85,996351.2420654297,997066.4978027344
83207,34,997543.3349609375,997066.4978027344
83211,42,998258.5906982422,998735.4278564453
83212,42,997066.4978027344,997543.3349609375
83213,42,996589.6606445312,997781.7535400391
83214,42,997781.7535400391,995874.4049072266
83215,42,996589.6606445312,996589.6606445312
83216,3,997543.3349609375,997304.9163818359
83221,3,993967.0562744141,999212.2650146484
83227,18,998020.1721191406,993728.6376953125
83234,18,997304.9163818359,997304.9163818359
83239,18,997066.4978027344,996828.0792236328
83240,18,997543.3349609375,997543.3349609375
83244,85,996828.0792236328,997066.4978027344
83245,85,998020.1721191406,997066.4978027344
83249,85,997066.4978027344,997543.3349609375
83255,47,996828.0792236328,997543.3349609375
83258,47,997304.9163818359,997543.3349609375
83259,47,998258.5906982422,997781.7535400391
83261,47,997543.3349609375,997304.9163818359
83264,92,997304.9163818359,996351.2420654297
83265,75,997543.3349609375,999450.68359375
83269,72,997304.9163818359,998258.5906982422
83271,53,997304.9163818359,998020.1721191406
83272,53,998258.5906982422,997543.3349609375
83278,53,997066.4978027344,997781.7535400391
83279,53,997543.3349609375,998497.0092773438
83280,37,997543.3349609375,995874.4049072266
83288,37,997066.4978027344,997066.4978027344
83289,37,997066.4978027344,996351.2420654297
83294,82,997781.7535400391,997543.3349609375
83295,82,998497.0092773438,996828.0792236328
83296,37,996351.2420654297,997304.9163818359
83302,37,996828.0792236328,997066.4978027344
83303,37,997543.3349609375,998020.1721191406
83314,44,997066.4978027344,997543.3349609375
